UKPRN,HE provider,Country of HE provider,Academic Year,Region of HE provider,Days ratio of total net assets to total expenditure,Days ratio of total net assets to total expenditure excl. pension adjustment,Debt service ratio,External borrowing as a % of total income,General funds as a % of total income,Net cash inflow from operating activities as a % of total income,Net liquidity days,Net liquidity days excl. pension adjustment,Premises costs as a % of total costs,Premises costs as a % of total costs excl. pension adjustment,Ratio of current assets to current liabilities,Staff costs as a % of total income,Staff costs excl. pension adjustment as a % of total income,Surplus/(deficit) as a % of total income,Surplus/(deficit) excl. pension adjustment as a % of total income,Unrestricted reserves as a % of total income
10005343,Queen's University Belfast,Northern Ireland,2017/18,Northern Ireland,611.0,,,0.084,,0.062,246.0,,0.052000000000000005,,2.4,0.541,,0.056,,1.388
10005343,Queen's University Belfast,Northern Ireland,2018/19,Northern Ireland,441.0,543.0,,0.078,,0.017,184.0,230.0,0.041,0.05,2.6,0.77,0.551,-0.172,0.047,1.232
10005343,Queen's University Belfast,Northern Ireland,2019/20,Northern Ireland,713.0,633.0,,0.073,,0.046,308.0,271.0,0.048,0.043,3.0,0.479,0.588,0.145,0.036000000000000004,1.497
10005343,Queen's University Belfast,Northern Ireland,2020/21,Northern Ireland,756.0,774.0,44.7,0.066,,0.14400000000000002,321.0,330.0,0.048,0.049,2.8,0.585,0.564,0.062,0.083,1.764
10005343,Queen's University Belfast,Northern Ireland,2021/22,Northern Ireland,485.0,608.0,29.0,0.057,,0.085,215.0,272.0,0.047,0.059,2.3,0.78,0.541,-0.182,0.057,1.408
10005343,Queen's University Belfast,Northern Ireland,2022/23,Northern Ireland,575.0,553.0,-9.7,0.052000000000000005,,-0.027000000000000003,241.0,231.0,0.059,0.057,2.1,0.508,0.547,0.041,0.002,1.3630000000000002
10005343,Queen's University Belfast,Northern Ireland,2023/24,Northern Ireland,867.0,618.0,-20.8,0.048,,-0.056,197.0,137.0,0.067,0.048,1.5,0.302,0.597,0.268,-0.027000000000000003,1.584
10005378,Rambert School,England,2021/22,London,388.0,388.0,0.0,0.011,,0.17800000000000002,360.0,360.0,0.193,0.193,8.5,0.4,0.4,0.123,0.123,0.767
10005378,Rambert School,England,2022/23,London,324.0,324.0,0.0,0.01,,0.015,256.0,256.0,0.179,0.179,9.8,0.422,0.422,0.004,0.004,0.716
10005378,Rambert School,England,2023/24,London,352.0,352.0,0.0,0.01,,0.066,264.0,264.0,0.198,0.198,7.2,0.456,0.456,0.056,0.056,0.735
10005389,Ravensbourne University London,England,2015/16,London,459.0,,,0.214,0.0,0.146,212.0,,0.115,,2.6,0.436,,0.016,,1.239
10005389,Ravensbourne University London,England,2016/17,London,450.0,,,0.18,,0.037000000000000005,203.0,,0.111,,3.2,0.501,,0.004,,1.228
10005389,Ravensbourne University London,England,2017/18,London,478.0,,,0.16399999999999998,,0.108,229.0,,0.098,,3.4,0.528,,0.013,,1.291
10005389,Ravensbourne University London,England,2018/19,London,456.0,456.0,,0.151,,0.102,260.0,260.0,0.107,0.107,4.0,0.514,0.514,0.041,0.041,1.199
10005389,Ravensbourne University London,England,2019/20,London,412.0,425.0,,0.14300000000000002,,0.05,237.0,245.0,0.09,0.092,4.1,0.57,0.54,0.002,0.032,1.127
10005389,Ravensbourne University London,England,2020/21,London,418.0,439.0,6.7,0.13,,0.112,239.0,252.0,0.083,0.087,3.7,0.621,0.5720000000000001,-0.018000000000000002,0.031,1.166
10005389,Ravensbourne University London,England,2021/22,London,519.0,550.0,6.1,0.135,,0.08199999999999999,261.0,278.0,0.096,0.102,3.7,0.613,0.555,-0.045,0.013,1.486
10005389,Ravensbourne University London,England,2022/23,London,396.0,401.0,17.3,0.08800000000000001,,0.183,250.0,254.0,0.09,0.091,2.1,0.435,0.423,0.002,0.015,1.083
10005389,Ravensbourne University London,England,2023/24,London,325.0,325.0,4.6,0.002,,0.27,272.0,272.0,0.076,0.076,1.6,0.34,0.342,0.106,0.104,0.797
10005451,Arden University,England,2019/20,West Midlands,65.0,65.0,,0.012,,-0.064,109.0,109.0,0.0,0.0,1.1,0.486,0.486,-0.08,-0.08,-0.339
10005451,Arden University,England,2020/21,West Midlands,63.0,63.0,124.8,0.018000000000000002,,0.281,73.0,73.0,0.102,0.102,1.1,0.456,0.456,0.034,0.034,-0.17800000000000002
10005451,Arden University,England,2021/22,West Midlands,92.0,92.0,58.1,0.006,,0.299,29.0,29.0,0.086,0.086,1.2,0.383,0.383,0.13699999999999998,0.13699999999999998,0.013
10005451,Arden University,England,2022/23,West Midlands,224.5,224.5,70.55,0.001,,0.2265,29.0,29.0,0.1015,0.1015,1.35,0.346,0.346,0.251,0.251,0.323
10005451,Arden University,England,2023/24,West Midlands,269.0,269.0,137.4,0.001,,0.27,117.0,117.0,0.103,0.103,1.6,0.32299999999999995,0.32299999999999995,0.303,0.303,0.448
10005470,"Richmond, The American International University in London",England,2018/19,London,24.0,24.0,,0.0,,0.009000000000000001,43.0,43.0,0.212,0.212,1.3,0.366,0.366,0.004,0.004,0.013
10005470,"Richmond, The American International University in London",England,2019/20,London,129.0,129.0,,0.035,,-0.093,29.0,29.0,0.221,0.221,1.2,0.236,0.236,0.232,0.232,0.015
10005470,"Richmond, The American International University in London",England,2020/21,London,32.0,32.0,-5.9,0.0,,-0.625,15.0,15.0,0.238,0.239,0.6,0.63,0.618,-0.769,-0.757,-0.632
10005470,"Richmond, The American International University in London",England,2021/22,London,-140.0,-148.0,0.0,1.405,,-0.5820000000000001,44.0,46.0,0.285,0.302,1.0,0.63,0.529,-0.769,-0.669,-1.3259999999999998
10005470,"Richmond, The American International University in London",England,2022/23,London,-297.0,-293.0,0.0,1.6669999999999998,,-0.104,45.0,45.0,0.185,0.182,0.5,0.522,0.545,-0.665,-0.688,-2.008
10005470,"Richmond, The American International University in London",England,2023/24,London,-393.0,-361.0,0.0,1.838,,-0.252,34.0,32.0,0.153,0.141,0.4,0.36,0.482,-0.35600000000000004,-0.478,-2.027
10005500,Robert Gordon University,Scotland,2015/16,Scotland,551.0,,,0.31,0.363,0.01,73.0,,0.051,,1.6,0.606,,-0.086,,1.62
10005500,Robert Gordon University,Scotland,2016/17,Scotland,564.0,,,0.312,,0.057,78.0,,0.046,,1.7,0.607,,-0.083,,1.65
10005500,Robert Gordon University,Scotland,2017/18,Scotland,660.0,,,0.34700000000000003,,0.03,68.0,,0.046,,1.5,0.644,,-0.135,,2.028
10005500,Robert Gordon University,Scotland,2018/19,Scotland,568.0,568.0,,0.35700000000000004,,0.045,75.0,75.0,0.052000000000000005,0.052000000000000005,1.6,0.6779999999999999,0.6779999999999999,-0.08900000000000001,-0.08800000000000001,1.669
10005500,Robert Gordon University,Scotland,2019/20,Scotland,489.0,489.0,,0.397,,0.06,99.0,99.0,0.041,0.041,1.9,0.701,0.701,-0.093,-0.093,1.439
10005500,Robert Gordon University,Scotland,2020/21,Scotland,594.0,621.0,9.9,0.363,,0.166,140.0,147.0,0.048,0.05,2.0,0.652,0.608,-0.025,0.019,1.64
10005500,Robert Gordon University,Scotland,2021/22,Scotland,677.0,712.0,12.9,0.321,,0.199,184.0,194.0,0.048,0.05,1.9,0.627,0.578,-0.002,0.047,1.837
10005500,Robert Gordon University,Scotland,2022/23,Scotland,615.0,621.0,4.3,0.285,,0.055,172.0,174.0,0.066,0.067,2.2,0.583,0.574,0.021,0.031,1.631
10005500,Robert Gordon University,Scotland,2023/24,Scotland,570.0,564.0,-4.4,0.287,,-0.058,150.0,149.0,0.06,0.059,2.4,0.603,0.614,-0.049,-0.059,1.616
10005523,Rose Bruford College of Theatre and Performance,England,2015/16,London,138.0,,,0.091,0.0,0.018000000000000002,51.0,,0.066,,1.2,0.513,,0.004,,0.377
10005523,Rose Bruford College of Theatre and Performance,England,2016/17,London,121.0,,,0.07400000000000001,,0.01,39.0,,0.062,,1.0,0.516,,-0.057,,0.35100000000000003
10005523,Rose Bruford College of Theatre and Performance,England,2017/18,London,142.0,,,0.058,,0.058,55.0,,0.068,,1.1,0.493,,-0.029,,0.402
10005523,Rose Bruford College of Theatre and Performance,England,2018/19,London,169.0,169.0,,0.0,,0.109,166.0,166.0,0.079,0.079,2.1,0.458,0.458,0.001,0.001,0.462
10005523,Rose Bruford College of Theatre and Performance,England,2019/20,London,160.0,166.0,,0.0,,-0.005,112.0,116.0,0.062,0.064,3.1,0.483,0.451,0.04,0.07200000000000001,0.421
10005523,Rose Bruford College of Theatre and Performance,England,2020/21,London,92.0,95.0,-6.8,0.0,,-0.03,65.0,67.0,0.094,0.096,1.4,0.55,0.52,-0.194,-0.16399999999999998,0.302
10005523,Rose Bruford College of Theatre and Performance,England,2021/22,London,144.0,148.0,3.4,0.0,,0.012,63.0,64.0,0.065,0.067,1.3,0.447,0.419,-0.052000000000000005,-0.023,0.415
10005523,Rose Bruford College of Theatre and Performance,England,2022/23,London,149.0,150.0,6.6,0.0,,0.004,51.0,51.0,0.18,0.181,1.4,0.418,0.411,0.01,0.016,0.403
10005523,Rose Bruford College of Theatre and Performance,England,2023/24,London,136.0,136.0,0.0,0.0,,-0.006,50.0,50.0,0.062,0.062,1.4,0.409,0.409,-0.04,-0.04,0.388
10005544,Royal Academy of Dance,England,2018/19,London,278.0,278.0,,0.038,,0.022,109.0,109.0,0.004,0.004,1.5,0.523,0.523,0.012,0.012,0.711
10005544,Royal Academy of Dance,England,2019/20,London,385.0,385.0,,0.102,,-0.092,102.0,102.0,0.003,0.003,1.2,0.6779999999999999,0.6779999999999999,-0.16899999999999998,-0.16899999999999998,1.177
10005544,Royal Academy of Dance,England,2020/21,London,507.0,507.0,18.8,0.182,,0.118,243.0,243.0,0.004,0.004,2.2,0.578,0.578,0.098,0.098,1.165
10005544,Royal Academy of Dance,England,2021/22,London,535.0,535.0,6.8,0.156,,0.121,201.0,201.0,0.005,0.005,1.7,0.5670000000000001,0.5670000000000001,0.017,0.017,1.301
10005544,Royal Academy of Dance,England,2022/23,London,480.0,480.0,-2.6,0.133,,-0.065,148.0,148.0,0.003,0.003,2.0,0.579,0.579,-0.005,-0.005,1.281
10005544,Royal Academy of Dance,England,2023/24,London,453.0,453.0,-0.5,0.13,,-0.013,120.0,120.0,0.004,0.004,1.3,0.591,0.591,-0.057,-0.057,1.249
10005545,Royal Agricultural University,England,2015/16,South West,485.0,,,0.252,0.0,0.04,54.0,,0.085,,1.3,0.444,,0.041,,1.264
10005545,Royal Agricultural University,England,2016/17,South West,463.0,,,0.211,,0.022,74.0,,0.092,,1.3,0.433,,0.02,,1.233
10005545,Royal Agricultural University,England,2017/18,South West,507.0,,,0.163,,0.005,43.0,,0.077,,1.1,0.399,,0.126,,1.207
10005545,Royal Agricultural University,England,2018/19,South West,539.0,546.0,,0.16899999999999998,,0.024,72.0,73.0,0.056,0.057,1.9,0.49,0.478,0.038,0.05,1.319
10005545,Royal Agricultural University,England,2019/20,South West,460.0,460.0,,0.016,,-0.026,80.0,80.0,0.078,0.078,1.8,0.589,0.589,-0.109,-0.109,1.285
10005545,Royal Agricultural University,England,2020/21,South West,493.0,493.0,-40.8,0.01,,-0.192,68.0,68.0,0.071,0.071,2.3,0.596,0.596,-0.093,-0.093,1.331
10005545,Royal Agricultural University,England,2021/22,South West,606.0,606.0,3.4,0.0,,0.032,58.0,58.0,0.08800000000000001,0.08800000000000001,2.2,0.517,0.517,-0.013,-0.013,1.558
10005545,Royal Agricultural University,England,2022/23,South West,562.0,562.0,0.0,0.0,,0.053,70.0,70.0,0.094,0.094,2.0,0.465,0.465,-0.006,-0.006,1.4369999999999998
10005545,Royal Agricultural University,England,2023/24,South West,519.0,519.0,0.0,0.0,,0.06,63.0,63.0,0.103,0.103,1.5,0.52,0.52,-0.035,-0.035,1.355
10005553,Royal Holloway and Bedford New College,England,2015/16,South East,663.0,,,0.8290000000000001,0.0,0.129,292.0,,0.05,,2.9,0.519,,0.063,,1.24
10005553,Royal Holloway and Bedford New College,England,2016/17,South East,658.0,,,0.716,,0.142,125.0,,0.046,,1.3,0.55,,0.034,,1.265
10005553,Royal Holloway and Bedford New College,England,2017/18,South East,633.0,,,0.67,,0.1,55.0,,0.041,,0.8,0.54,,0.024,,1.23
10005553,Royal Holloway and Bedford New College,England,2018/19,South East,430.0,498.0,,0.742,,0.121,72.0,85.0,0.037000000000000005,0.043,1.2,0.7040000000000001,0.541,-0.18600000000000005,-0.023,0.965
10005553,Royal Holloway and Bedford New College,England,2019/20,South East,603.0,541.0,,0.741,,0.093,121.0,107.0,0.053,0.047,1.4,0.464,0.5670000000000001,0.112,0.009000000000000001,1.05
10005553,Royal Holloway and Bedford New College,England,2020/21,South East,597.0,590.0,7.8,0.737,,0.17800000000000002,177.0,174.0,0.055,0.055,1.7,0.529,0.54,0.056,0.044,1.082
10005553,Royal Holloway and Bedford New College,England,2021/22,South East,409.0,498.0,5.1,0.696,,0.111,150.0,186.0,0.044,0.054000000000000006,2.1,0.75,0.541,-0.156,0.052000000000000005,0.866
10005553,Royal Holloway and Bedford New College,England,2022/23,South East,450.0,423.0,5.0,0.648,,0.1,199.0,185.0,0.059,0.055,2.2,0.481,0.5429999999999999,0.02,-0.043,0.83
10005553,Royal Holloway and Bedford New College,England,2023/24,South East,741.0,539.0,3.6,0.637,,0.071,208.0,146.0,0.095,0.069,1.8,0.293,0.56,0.287,0.02,1.103
10005561,Royal Conservatoire of Scotland,Scotland,2015/16,Scotland,332.0,,,0.0,0.21600000000000005,-0.012,57.0,,0.04,,1.9,0.7509999999999999,,-0.005,,0.828
10005561,Royal Conservatoire of Scotland,Scotland,2016/17,Scotland,373.0,,,0.0,,0.056,75.0,,0.04,,2.6,0.711,,0.03,,0.898
10005561,Royal Conservatoire of Scotland,Scotland,2017/18,Scotland,413.0,,,0.0,,0.046,81.0,,0.04,,3.1,0.737,,0.02,,1.016
10005561,Royal Conservatoire of Scotland,Scotland,2018/19,Scotland,384.0,383.0,,0.0,,0.07400000000000001,73.0,73.0,0.04,0.04,2.3,0.743,0.747,0.022,0.018000000000000002,0.934
10005561,Royal Conservatoire of Scotland,Scotland,2019/20,Scotland,287.0,287.0,,0.0,,0.041,63.0,63.0,0.035,0.035,2.6,0.7559999999999999,0.754,0.006,0.006999999999999999,0.6970000000000001
10005561,Royal Conservatoire of Scotland,Scotland,2020/21,Scotland,297.0,297.0,0.0,0.0,,0.1,102.0,102.0,0.046,0.047,3.3,0.769,0.768,0.009000000000000001,0.01,0.716
10005561,Royal Conservatoire of Scotland,Scotland,2021/22,Scotland,372.0,372.0,0.0,0.0,,0.029,94.0,93.0,0.04,0.04,2.8,0.804,0.805,-0.064,-0.066,0.992
10005561,Royal Conservatoire of Scotland,Scotland,2022/23,Scotland,368.0,367.0,0.0,0.0,,-0.024,78.0,78.0,0.056,0.056,2.9,0.745,0.747,-0.004,-0.006,0.911
10005561,Royal Conservatoire of Scotland,Scotland,2023/24,Scotland,374.0,374.0,0.0,0.038,,-0.017,68.0,68.0,0.057,0.057,3.4,0.701,0.7,0.062,0.063,0.8590000000000001
10005700,SRUC,Scotland,2015/16,Scotland,56.0,,,0.005,0.159,-0.024,41.0,,0.075,,1.3,0.531,,0.068,,0.098
10005700,SRUC,Scotland,2016/17,Scotland,23.0,,,0.004,,0.081,69.0,,0.046,,1.3,0.551,,0.037000000000000005,,-0.004
10005700,SRUC,Scotland,2017/18,Scotland,59.0,,,0.003,,0.048,71.0,,0.064,,1.7,0.57,,0.03,,0.092
10005700,SRUC,Scotland,2018/19,Scotland,31.0,31.0,,0.064,,0.067,97.0,97.0,0.065,0.065,1.7,0.5539999999999999,0.5539999999999999,-0.004,-0.004,0.021
10005700,SRUC,Scotland,2019/20,Scotland,46.0,46.0,,0.081,,-0.08,94.0,94.0,0.076,0.076,1.8,0.5589999999999999,0.5589999999999999,-0.04,-0.04,0.078
10005700,SRUC,Scotland,2020/21,Scotland,33.0,33.0,11.6,0.075,,0.092,133.0,133.0,0.061,0.061,1.5,0.584,0.584,-0.011,-0.011,0.022
10005700,SRUC,Scotland,2021/22,Scotland,73.0,73.0,-0.7,0.196,,-0.006,164.0,164.0,0.069,0.069,1.8,0.5489999999999999,0.5489999999999999,-0.009000000000000001,-0.009000000000000001,0.13699999999999998
10005700,SRUC,Scotland,2022/23,Scotland,87.0,87.0,-7.8,0.269,,-0.108,95.0,94.0,0.078,0.078,1.8,0.5920000000000001,0.601,-0.068,-0.077,0.195
10005700,SRUC,Scotland,2023/24,Scotland,102.0,100.0,-6.7,0.249,,-0.131,56.0,55.0,0.073,0.07200000000000001,1.4,0.628,0.649,-0.118,-0.139,0.249
10005790,Sheffield Hallam University,England,2015/16,Yorkshire and The Humber,229.0,,,0.259,0.0,0.096,170.0,,0.051,,2.8,0.626,,0.012,,0.619
10005790,Sheffield Hallam University,England,2016/17,Yorkshire and The Humber,246.0,,,0.249,,0.101,168.0,,0.045,,3.0,0.65,,-0.01,,0.679
10005790,Sheffield Hallam University,England,2017/18,Yorkshire and The Humber,275.0,,,0.232,,0.065,167.0,,0.047,,3.1,0.66,,-0.047,,0.79
10005790,Sheffield Hallam University,England,2018/19,Yorkshire and The Humber,164.0,172.0,,0.225,,0.069,157.0,166.0,0.034,0.035,2.8,0.687,0.636,-0.061,-0.011,0.477
10005790,Sheffield Hallam University,England,2019/20,Yorkshire and The Humber,105.0,108.0,,0.218,,0.061,172.0,177.0,0.037000000000000005,0.038,3.0,0.67,0.6459999999999999,-0.029,-0.006,0.297
10005790,Sheffield Hallam University,England,2020/21,Yorkshire and The Humber,130.0,134.0,9.2,0.206,,0.13,191.0,199.0,0.034,0.036000000000000004,2.9,0.654,0.618,-0.005,0.031,0.35700000000000004
10005790,Sheffield Hallam University,England,2021/22,Yorkshire and The Humber,311.0,328.0,6.3,0.411,,0.122,265.0,281.0,0.038,0.04,3.6,0.679,0.625,-0.048,0.006999999999999999,0.892
10005790,Sheffield Hallam University,England,2022/23,Yorkshire and The Humber,351.0,353.0,1.6,0.446,,0.038,235.0,237.0,0.044,0.045,3.1,0.633,0.626,-0.016,-0.008,0.976
10005790,Sheffield Hallam University,England,2023/24,Yorkshire and The Humber,324.0,320.0,0.3,0.439,,0.008,150.0,148.0,0.046,0.045,2.0,0.636,0.6509999999999999,-0.05,-0.064,0.933
10006022,Southampton Solent University,England,2015/16,South East,185.0,,,0.239,0.0,0.156,118.0,,0.067,,2.1,0.515,,0.061,,0.995
10006022,Southampton Solent University,England,2016/17,South East,237.0,,,0.224,,0.133,122.0,,0.054000000000000006,,1.9,0.562,,0.043,,1.091
10006022,Southampton Solent University,England,2017/18,South East,354.0,,,0.289,,0.153,121.0,,0.057,,1.2,0.5379999999999999,,0.07,,1.1840000000000002
10006022,Southampton Solent University,England,2018/19,South East,270.0,282.0,,0.369,,0.109,73.0,76.0,0.065,0.068,1.4,0.5710000000000001,0.529,0.011,0.053,0.723
10006022,Southampton Solent University,England,2019/20,South East,109.0,111.0,,0.3670000000000001,,0.08,66.0,67.0,0.056,0.057,1.3,0.58,0.562,-0.042,-0.023,0.3
10006022,Southampton Solent University,England,2020/21,South East,173.0,180.0,3.4,0.316,,0.145,98.0,102.0,0.07200000000000001,0.075,1.6,0.522,0.485,0.001,0.038,0.461
10006022,Southampton Solent University,England,2021/22,South East,450.0,469.0,2.4,0.311,,0.109,128.0,134.0,0.079,0.08199999999999999,1.7,0.5379999999999999,0.4970000000000001,-0.051,-0.01,1.283
10006022,Southampton Solent University,England,2022/23,South East,518.0,519.0,0.9,0.205,,0.1,81.0,81.0,0.085,0.085,1.2,0.518,0.517,-0.03,-0.029,1.45
10006022,Southampton Solent University,England,2023/24,South East,536.0,528.0,0.9,0.183,,0.033,63.0,62.0,0.09,0.08800000000000001,1.3,0.502,0.518,-0.012,-0.029,1.473
10006093,Spurgeon's College,England,2019/20,London,367.0,367.0,,1.7519999999999998,,-0.341,220.0,220.0,0.052000000000000005,0.052000000000000005,6.2,0.7979999999999999,0.7979999999999999,-0.448,-0.448,0.733
10006093,Spurgeon's College,England,2020/21,London,1424.0,1428.0,-2.3,1.456,,-0.189,33.0,33.0,0.07400000000000001,0.07400000000000001,1.6,0.643,0.64,-0.217,-0.214,4.2189999999999985
10006093,Spurgeon's College,England,2021/22,London,1407.0,1369.0,-0.6,2.518,,-0.846,53.0,51.0,0.084,0.08199999999999999,1.8,0.965,1.018,-0.929,-0.982,6.371
10006093,Spurgeon's College,England,2022/23,London,809.0,809.0,-0.7,4.604,,-1.789,58.0,58.0,0.063,0.063,2.5,1.008,1.008,-1.658,-1.658,4.915
10006093,Spurgeon's College,England,2023/24,London,730.0,730.0,-0.8,5.147,,-0.653,43.0,43.0,0.073,0.073,0.2,1.216,1.216,-2.013,-2.013,4.916
10006299,University of Staffordshire,England,2015/16,West Midlands,112.0,,,0.393,0.0,0.113,158.0,,0.071,,1.5,0.5479999999999999,,0.014,,0.262
10006299,University of Staffordshire,England,2016/17,West Midlands,210.0,,,0.349,,0.08,181.0,,0.051,,2.7,0.522,,0.071,,0.4970000000000001
10006299,University of Staffordshire,England,2017/18,West Midlands,230.0,,,0.363,,0.131,216.0,,0.043,,2.9,0.569,,-0.075,,0.636
10006299,University of Staffordshire,England,2018/19,West Midlands,201.0,195.0,,0.337,,0.146,260.0,251.0,0.05,0.048,3.1,0.48,0.512,0.085,0.054000000000000006,0.466
10006299,University of Staffordshire,England,2019/20,West Midlands,116.0,116.0,,0.314,,0.154,267.0,265.0,0.042,0.042,3.3,0.5429999999999999,0.5479999999999999,0.045,0.04,0.266
10006299,University of Staffordshire,England,2020/21,West Midlands,159.0,160.0,8.1,0.272,,0.189,235.0,236.0,0.041,0.041,2.5,0.534,0.532,0.057,0.06,0.377
10006299,University of Staffordshire,England,2021/22,West Midlands,462.0,466.0,7.9,0.233,,0.165,211.0,213.0,0.061,0.061,2.5,0.503,0.494,0.079,0.08800000000000001,1.135
10006299,University of Staffordshire,England,2022/23,West Midlands,442.0,438.0,5.2,0.198,,0.098,215.0,213.0,0.053,0.052000000000000005,2.7,0.473,0.481,0.09,0.08199999999999999,1.075
10006299,University of Staffordshire,England,2023/24,West Midlands,418.0,413.0,3.3,0.188,,0.063,118.0,116.0,0.045,0.044,3.2,0.491,0.503,0.044,0.032,1.068
10006427,University for the Creative Arts,England,2015/16,South East,153.0,,,0.022,0.0,0.073,81.0,,0.09,,1.7,0.5539999999999999,,0.012,,0.405
10006427,University for the Creative Arts,England,2016/17,South East,220.0,,,0.024,,0.099,82.0,,0.08199999999999999,,1.5,0.569,,0.006999999999999999,,0.583
10006427,University for the Creative Arts,England,2017/18,South East,265.0,,,0.08800000000000001,,0.094,95.0,,0.08,,1.6,0.595,,-0.008,,0.725
10006427,University for the Creative Arts,England,2018/19,South East,191.0,199.0,,0.132,,0.107,96.0,101.0,0.08199999999999999,0.086,1.5,0.5920000000000001,0.55,-0.004,0.037000000000000005,0.518
10006427,University for the Creative Arts,England,2019/20,South East,99.0,105.0,,0.185,,0.114,99.0,105.0,0.087,0.092,1.7,0.5539999999999999,0.5,0.027000000000000003,0.08199999999999999,0.255
10006427,University for the Creative Arts,England,2020/21,South East,90.0,95.0,-1.0,0.339,,0.16899999999999998,126.0,133.0,0.08,0.084,1.5,0.5489999999999999,0.495,-0.017,0.037000000000000005,0.239
